Barcode,Call Number,ID,Lname,Fname,LName2,FName2,TheRest,Author/Editor,Title,Volume/Edition,Holding,Sort1,Sort2,DO NOT INCLUDE,DECIMAL CHECK,Don't Include,Sort3,Nope,Sort4,Sort5,Sort6,Sort7,Sort8,Sort9,Sort10,Sort11,Sort12,Sort13,Sort14,Processing Notes,APA Citation,Chicago Citation,Date of Entry,Notes,Column1,Column2
L0112033733,BD 175 B68 1999,49,,,,,,"Bowker, Geoffrey C. | Star, Susan Leigh",Sorting things out  Classification & its consequen,,BD 175 B68 1999,BD,175,B68,TRUE,.B68,.B,#NAME?,68,#NAME?,1999,,,,,,,,,,,,,,,
L0112033741,BD 175 W55 1983,50,,,,,,"Wilson, Patrick",Second-hand knowledge: An inquiry into cognitive a,,BD 175 W55 1983,BD,175,W55,TRUE,.W55,.W,#NAME?,55,#NAME?,1983,,,,,,,,,,,,,,,
L0112033758,BF 39 B452,54,,,,,,"Berdie, Douglas R. | Anderson",Questionnaires: design and use,,BF 39 B452,BF,39,B452,TRUE,.B452,.B,#NAME?,452,#NAME?,,,,,,,,,,,,,,,,
L0112033766,BF 76.7 P83 1983,65,,,,,,,Publication manual of the American psychological a,3rd Edition,BF 76.7 P83 1983,BF,76.7,P83,TRUE,.P83,.P,#NAME?,83,#NAME?,1983,,,,,,,,,,,,,,,
L0112033774,BF 76.7 P83 1994,64,,,,,,,Publication manual of the American psychological a,4th Edition,BF 76.7 P83 1994,BF,76.7,P83,TRUE,.P83,.P,#NAME?,83,#NAME?,1994,,,,,,,,,,,,,,,
L0112033782,BF 76.7 P83 2001,5763,,,,,,American Psychological Association,Publication Manual of the American Psychological Association,5th Edition,BF 76.7 P83 2001,BF,76.7,P83,TRUE,.P83,.P,#NAME?,83,#NAME?,2001,,,,,,,,,,,,,,,
L0112033790,BF 76.8 R324L 1992,66,,,,,,"Reed, Jeffrey G. | Pam M. Baxter",Library use A handbook for psychology      Second,,BF 76.8 R324L 1992,BF,76.8,R324L,TRUE,.R324L,.R,#NAME?,324,#NAME?,1992,,,,,,,,,,,,,,,
L0112033808,BF 241 T84 1997,7255,,,,,,"Tufte, Edward R.","Visual Explanations: Images and Quantities, Evidence and Narrative",,BF 241 T84 1997,BF,241,T84,TRUE,.T84,.T,#NAME?,84,#NAME?,1997,,,,,,,,,,,,,,,
L0112033816,BF 371 H22h,53,,,,,,"Harmon, Glynn",Human memory and knowledge A systems approach,,BF 371 H22h,BF,371,H22h,TRUE,.H22h,.H,#NAME?,22,#NAME?,,,,,,,,,,,,,,,,
L0112033824,BF 456 R2 C3a,6987,,,,,,"Center, Stella S.",The art of book reading,,BF 456 R2 C3a,BF,456,R2,TRUE,.R2,.R,#NAME?,2,#NAME?,C3a,,,,,,,,,,,,,,,
L0112033832,BF 458 S156 1994,6385,,,,,,"Salomon, Gavriel.","Interaction of media, cognition, and learning",,BF 458 S156 1994,BF,458,S156,TRUE,.S156,.S,#NAME?,156,#NAME?,1994,,,,,,,,,,,,,,,
L0112033840,BF 531 L966e 1998,6374,,,,,,"Lupton, Deborah",The Emotional Self,,BF 531 L966e 1998,BF,531,L966e,TRUE,.L966e,.L,#NAME?,966,#NAME?,1998,,,,,,,,,,,,,,,
L0112033857,BF 591 B32d,6988,,,,,,"Bauml, Betty J. | Franz H. Bauml",A dictionary of gestures,,BF 591 B32d,BF,591,B32d,TRUE,.B32d,.B,#NAME?,32,#NAME?,,,,,,,,,,,,,,,,
L0112033865,BF 637 I5 G6 1972,57,,,,,,"Gorden, Raymond L.","Interviewing strategy, techniques and tactics",,BF 637 I5 G6 1972,BF,637,I5,TRUE,.I5,.I,#NAME?,5,#NAME?,G6,1972,,,,,,,,,,,,,,
L0112033873,BF 637 N4 B39 1992,59,,,,,,"Bazerman, Max H. | Margaret A. Neale",Negotiating rationally,,BF 637 N4 B39 1992,BF,637,N4,TRUE,.N4,.N,#NAME?,4,#NAME?,B39,1992,,,,,,,,,,,,,,
L0112033881,BF 637 N4 F57 1991b,60,,,,,,"Fisher, Roger | William Ury, with Bruce Patton,",Getting to yes: Negotiating agreement without givi,Second ed.,BF 637 N4 F57 1991b,BF,637,N4,TRUE,.N4,.N,#NAME?,4,#NAME?,F57,1991b,,,,,,,,,,,,,,
L0112033899,BF 637 N4 N5a,61,,,,,,"Nierenberg, Gerard I.","The art of negotiating, work text",,BF 637 N4 N5a,BF,637,N4,TRUE,.N4,.N,#NAME?,4,#NAME?,N5a,,,,,,,,,,,,,,,
L0112033907,BF 637 N4 N5f,62,,,,,,"Nierenberg, Gerard I.",Fundamentals of negotiating,,BF 637 N4 N5f,BF,637,N4,TRUE,.N4,.N,#NAME?,4,#NAME?,N5f,,,,,,,,,,,,,,,
L0112033915,BF 637 P4 2003,5687,,,,,,"Fogg, B.J.",Persuasive Technology: Using Computers to Change What We Think and Do,,BF 637 P4 2003,BF,637,P4,TRUE,.P4,.P,#NAME?,4,#NAME?,2003,,,,,,,,,,,,,,,
L0112033923,BF 798 K44 1984,67,,,,,,"Keirsey, David | Marilyn Bates",Please understand me    Character & temperament ty,,BF 798 K44 1984,BF,798,K44,TRUE,.K44,.K,#NAME?,44,#NAME?,1984,,,,,,,,,,,,,,,
L0112033931,BS 455 B83e,6986,,,,,,"Bruce, F.F.",The English Bible : a history of translations,,BS 455 B83e,BS,455,B83e,TRUE,.B83e,.B,#NAME?,83,#NAME?,,,,,,,,,,,,,,,,
L0112033949,BS 2025 1962 W42,6991,,,,,,"Weigle, Luther A.",The New Testament Octapla : eight English versions of the New Testament in the Tyndale-King James tradition,,BS 2025 1962 W42,BS,2025,1962,TRUE,.1962,.1,#NAME?,1962,#NAME?,W42,,,,,,,,,,,,,,,
L0112033956,CB 151 D75b,88,,,,,,"Downs, Robert B.",Books that changed the world,,CB 151 D75b,CB,151,D75b,TRUE,.D75b,.D,#NAME?,75,#NAME?,,,,,,,,,,,,,,,,
L0112033964,CB 245 D67 1978,89,,,,,,"Downs, Robert B.",Books that changed the world   Second edition,,CB 245 D67 1978,CB,245,D67,TRUE,.D67,.D,#NAME?,67,#NAME?,1978,,,,,,,,,,,,,,,
L0112033972,CB 245 M91f,6462,,,,,,"Muller, Herbert J.","Freedom in the Western World, from the Dark Ages to the rise of democracy",,CB 245 M91f,CB,245,M91f,TRUE,.M91f,.M,#NAME?,91,#NAME?,,,,,,,,,,,,,,,,
L0112033980,CB 427 S158p,6461,,,,,,"Sakharov, Andrei","Progress, coexistence, and intellectual freedom",,CB 427 S158p,CB,427,S158p,TRUE,.S158p,.S,#NAME?,158,#NAME?,,,,,,,,,,,,,,,,
,CD 46 B87 1998,112,,,,,,"Duranti, Luciana",Diplomatics  New uses for an old science,,CD 46 B87 1998,CD,46,B87,TRUE,.B87,.B,#NAME?,87,#NAME?,1998,,,,,,,,,,,,,MISSING 1/9/2019,,
L0112033998,CD 923 P65 2005,7435,Procter,Margaret,Cook,Michael,"Williams, Caroline",,Political Pressure and the Archival Record,,CD 923 P65 2005,CD,923,P65,TRUE,.P65,.P,#NAME?,65,#NAME?,2005,,,,,,,,,,"Procter, M., Cook, M., & Williams, C. (Eds.). (2005). Political Pressure and the Archival Record. Chicago: Society of American Archivists.","Procter, Margaret, Michael Cook, and Caroline Williams, eds. 2005. Political Pressure and the Archival Record. Chicago: Society of American Archivists.",11/5/2018,,,
L0112034004,CD 923 S76 1993,113,,,,,,,The principle of provenance: Report from the First,,CD 923 S76 1993,CD,923,S76,TRUE,.S76,.S,#NAME?,76,#NAME?,1993,,,,,,,,,,,,,,,
L0112034012,CD 931 A43u,114,,,,,,"Stevens, Roll| E.",University archives  Papers presented U of Ill. No,,CD 931 A43u,CD,931,A43u,TRUE,.A43u,.A,#NAME?,43,#NAME?,,,,,,,,,,,,,,,,
L0112034020,CD 931 A7318 2006,6386,,,,,,"Gillil|, Anne | Sue McKemmish",Nuevos métodos de investigación en archivística,,CD 931 A7318 2006,CD,931,A7318,TRUE,.A7318,.A,#NAME?,7318,#NAME?,2006,,,,,,,,,,,,,,,
L0112034038,CD 945 B45 1992,115,,,,,,"Bellardo, Lewis J.","A glossary for archivists, manuscript curators and",,CD 945 B45 1992,CD,945,B45,TRUE,.B45,.B,#NAME?,45,#NAME?,1992,,,,,,,,,,,,,,,
L0112034343,CD 945 B45 1992,115,,,,,,"Bellardo, Lewis J.","A glossary for archivists, manuscript curators and",,CD 945 B45 1992,CD,945,B45,TRUE,.B45,.B,#NAME?,45,#NAME?,1992,,,,,,,,,,,,,,,
L0112034046,CD 945 E49,116,,,,,,"Herbert, Jean",Elsevier's lexicon of archive terminology,,CD 945 E49,CD,945,E49,TRUE,.E49,.E,#NAME?,49,#NAME?,,,,,,,,,,,,,,,,
L0112034053,CD 947 L58 1996,117,,,,,,"Livelton, Trevor","Archival theory, records, and the public",,CD 947 L58 1996,CD,947,L58,TRUE,.L58,.L,#NAME?,58,#NAME?,1996,,,,,,,,,,,,,,,
L0112034061,CD 950 A67,118,,,,,,,Proceedings for an archival symposium; archivist a,,CD 950 A67,CD,950,A67,TRUE,.A67,.A,#NAME?,67,#NAME?,,,,,,,,,,,,,,,,
,CD 950 A73 2014,7436,Brown,Caroline,,,,,Archives and Recordkeeping: Theory into Practice,,CD 950 A73 2014,CD,950,A73,TRUE,.A73,.A,#NAME?,73,#NAME?,2014,,,,,,,,,,"Brown, C. (2014). Archives and Recordkeeping: Theory into Practice. London: Facet Publishing.","Brown, Caroline. 2014. Archives and Recordkeeping: Theory into Practice. London: Facet Publishing.",11/5/2018,MISSING 1/16/2019,,
L0112034079,CD 950 B76a,119,,,,,,"Brichford, Maynard J.",Archives & manuscripts; appraisal & accessioning (,,CD 950 B76a,CD,950,B76a,TRUE,.B76a,.B,#NAME?,76,#NAME?,(2,copies),,,,,,,,,,,,,,
L0112034087,CD 950 B76a,119,,,,,,"Brichford, Maynard J.",Archives & manuscripts; appraisal & accessioning (,,CD 950 B76a,CD,950,B76a,TRUE,.B76a,.B,#NAME?,76,#NAME?,(2,copies),,,,,,,,,,,,,,
l0112034103,CD 950 C81m 1974,121,,,,,,"Strassberg, Richard",Manual of archival and manuscript processing proce,,CD 950 C81m 1974,CD,950,C81m,TRUE,.C81m,.C,#NAME?,81,#NAME?,1974,,,,,,,,,,,,,,,
l0112034095,CD 950 C694 2001,120,,,,,,"Cox, Richard J.",Managing records as evidence and information,,CD 950 C694 2001,CD,950,C694,TRUE,.C694,.C,#NAME?,694,#NAME?,2001,,,,,,,,,,,,,,,
l0112034111,CD 950 D68p,122,,,,,,"d'Olier, J.H. | B. Delmas",Planning national infrastructures for documentatio,,CD 950 D68p,CD,950,D68p,TRUE,.D68p,.D,#NAME?,68,#NAME?,,,,,,,,,,,,,,,,
l0112034129,CD 950 F62a,124,,,,,,"Fleckner, John A.",Archives & manuscripts; surveys (Basic Manual Seri,,CD 950 F62a,CD,950,F62a,TRUE,.F62a,.F,#NAME?,62,#NAME?,,,,,,,,,,,,,,,,
l0112034137,CD 950 F62a,124,,,,,,"Fleckner, John A.",Archives & manuscripts; surveys (Basic Manual Seri,,CD 950 F62a,CD,950,F62a,TRUE,.F62a,.F,#NAME?,62,#NAME?,,,,,,,,,,,,,,,,
l0112034145,CD 950 G75a,125,,,,,,"Gracy, David B.",An introduction to archives and manuscripts (Prof.,,CD 950 G75a,CD,950,G75a,TRUE,.G75a,.G,#NAME?,75,#NAME?,,,,,,,,,,,,,,,,
l0112034152,CD 950 H66a,126,,,,,,"Hodson, J. H.",The administration of archives,,CD 950 H66a,CD,950,H66a,TRUE,.H66a,.H,#NAME?,66,#NAME?,,,,,,,,,,,,,,,,
l0112034160,CD 950 H69a,127,,,,,,"Holbert, Sue E.",Archives & manuscripts:  reference and access (Bas,,CD 950 H69a,CD,950,H69a,TRUE,.H69a,.H,#NAME?,69,#NAME?,,,,,,,,,,,,,,,,
l0112034178,CD 950 H69a,127,,,,,,"Holbert, Sue E.",Archives & manuscripts:  reference and access (Bas,,CD 950 H69a,CD,950,H69a,TRUE,.H69a,.H,#NAME?,69,#NAME?,,,,,,,,,,,,,,,,
l0112034186,CD 950 H945d 2003,7430,,,,,,"Hunter, Gregory S.",Developing and maintaining practical archives (a how-to-do-it manual),,CD 950 H945d 2003,CD,950,H945d,TRUE,.H945d,.H,#NAME?,945,#NAME?,2003,,,,,,,,,,,,,,,
l0112034194,CD 950 J41m 1965,128,,,,,,"Jenkinson, Hilary",A manual of archive administration,,CD 950 J41m 1965,CD,950,J41m,TRUE,.J41m,.J,#NAME?,41,#NAME?,1965,,,,,,,,,,,,,,,
l0112034202,CD 950 J87 1999,5622,,,,,,"Justrell, Borje",What is this thing we call archival science?,,CD 950 J87 1999,CD,950,J87,TRUE,.J87,.J,#NAME?,87,#NAME?,1999,,,,,,,,,,,,,,,
l0112034210,CD 950 K44 1993,129,,,,,,"Ellis, Judith",Keeping archives    Second edition,,CD 950 K44 1993,CD,950,K44,TRUE,.K44,.K,#NAME?,44,#NAME?,1993,,,,,,,,,,,,,,,
l0112034228,CD 950 O88 1990,130,,,,,,"O'Toole, James M.",Understanding archives and manuscripts,,CD 950 O88 1990,CD,950,O88,TRUE,.O88,.O,#NAME?,88,#NAME?,1990,,,,,,,,,,,,,,,
l0112034236,CD 950 P93m,131,,,,,,"Price, Charlotte etal.",A manual of policies and practices for the small m,,CD 950 P93m,CD,950,P93m,TRUE,.P93m,.P,#NAME?,93,#NAME?,,,,,,,,,,,,,,,,
l0112034244,CD 950 S34 2003,5767,,,,,,"Schellenberg, T.R.",Modern Archives Principles & Techniques,2003 Reissue,CD 950 S34 2003,CD,950,S34,TRUE,.S34,.S,#NAME?,34,#NAME?,2003,,,,,,,,,,,,,,,
l0112034251,CD 950 S67f,134,,,,,,,Forms manual prepared by the college & U. archives,,CD 950 S67f,CD,950,S67f,TRUE,.S67f,.S,#NAME?,67,#NAME?,,,,,,,,,,,,,,,,
l0112034269,CD 950 S67f,134,,,,,,,Forms manual prepared by the college & U. archives,,CD 950 S67f,CD,950,S67f,TRUE,.S67f,.S,#NAME?,67,#NAME?,,,,,,,,,,,,,,,,
l0112034277,CD 950 S67i,135,,,,,,,Inventories & registers: a handbook of techniques,,CD 950 S67i,CD,950,S67i,TRUE,.S67i,.S,#NAME?,67,#NAME?,,,,,,,,,,,,,,,,
l0112034285,CD 950 S322m,132,,,,,,"Schellenberg, T.R.",The management of archives,,CD 950 S322m,CD,950,S322m,TRUE,.S322m,.S,#NAME?,322,#NAME?,,,,,,,,,,,,,,,,
L0112034293,CD 950 T49 2014,7399,,,,,,"Caldera, Mary A. | Kathryn M. Neal",Through the Archival Looking Glass: A reader on diversity and inclusion,,CD 950 T49 2014,CD,950,T49,TRUE,.T49,.T,#NAME?,49,#NAME?,2014,,,,,,,,,,,,,,,
L0112034301,CD 950 T49 2014,7399,,,,,,"Caldera, Mary A. | Kathryn M. Neal",Through the Archival Looking Glass: A reader on diversity and inclusion,,CD 950 T49 2014,CD,950,T49,TRUE,.T49,.T,#NAME?,49,#NAME?,2014,,,,,,,,,,,,,,,
L0112034319,CD 950 T395 2003,5605,,,,,,"Taylor, Hugh A.",Imagining archives: essays and reflections by Hugh A. Taylor,,CD 950 T395 2003,CD,950,T395,TRUE,.T395,.T,#NAME?,395,#NAME?,2003,,,,,,,,,,,,,,,
L0112034327,CD 950 V58r,136,,,,,,"Verhoeven, F.R.J.",The role of archives in the public admin & …policy,,CD 950 V58r,CD,950,V58r,TRUE,.V58r,.V,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
L0112034335,CD 950 W27a,137,,,,,,,Archives procedural manual; Washington Univ. Schoo,,CD 950 W27a,CD,950,W27a,TRUE,.W27a,.W,#NAME?,27,#NAME?,,,,,,,,,,,,,,,,
L0112034350,CD 950 W55 1991,138,,,,,,"Wilsted, Thomas | William Nolte",Managing archival and manuscript repositories,,CD 950 W55 1991,CD,950,W55,TRUE,.W55,.W,#NAME?,55,#NAME?,1991,,,,,,,,,,,,,,,
L0112034368,CD 950 Y35 1994,139,,,,,,"Yakel, Elizabeth",Starting an archives,,CD 950 Y35 1994,CD,950,Y35,TRUE,.Y35,.Y,#NAME?,35,#NAME?,1994,,,,,,,,,,,,,,,
L0112034376,CD 952 M91hE,140,,,,,,"Muller, S., J.A. Feith | R. Fruin",Manual for the arrangement and description of arch,,CD 952 M91hE,CD,952,M91hE,TRUE,.M91hE,.M,#NAME?,91,#NAME?,,,,,,,,,,,,,,,,
L0112034384,CD 952 M91hE,140,,,,,,"Muller, S., J.A. Feith | R. Fruin",Manual for the arrangement and description of arch,,CD 952 M91hE,CD,952,M91hE,TRUE,.M91hE,.M,#NAME?,91,#NAME?,,,,,,,,,,,,,,,,
L0112034392,CD 965 I6 C1,141,,,,,,"Carbone, Salvatore | Raoul Gueze",Draft model law on archives: description and text,,CD 965 I6 C1,CD,965,I6,TRUE,.I6,.I,#NAME?,6,#NAME?,C1,,,,,,,,,,,,,,,
,CD 971 A73 2005,5738,,,,,,"McKemmish, Sue, et. al.",Archives : recordkeeping in society,No.24 of a series,CD 971 A73 2005,CD,971,A73,TRUE,.A73,.A,#NAME?,73,#NAME?,2005,,,,,,,,,,,,,MISSING 1/9/2019,,
L0112034400,CD 971 .B29 2015,7494,,,,,,"Bastian, Jeannette A. | Sniffin-Marinoff, Megan | Webber, Donna",Archives in libraries : what librarians and archivists need to know to work together,,CD 971 .B29 2015,CD,971,.B29,FALSE,.B29,.B,#NAME?,29,#NAME?,2015,,,,,,,,,,,,,,,
L0112034418,CD 971 D35 2010,7377,,,,,,"Danielson, Elena S.",The Ethical Archivist,,CD 971 D35 2010,CD,971,D35,TRUE,.D35,.D,#NAME?,35,#NAME?,2010,,,,,,,,,,,,,,,
L0112034426,CD 971 H33 2013,7437,Hackbart-Dean,Pam,Slomba,Elizabeth,,,How to Manage Processing in Archives and Special Collections,,CD 971 H33 2013,CD,971,H33,TRUE,.H33,.H,#NAME?,33,#NAME?,2013,,,,,,,,,,"Hackbart-Dean, P., & Slomba, E. (2013). How to Manage Processing in Archives and Special Collections. Chicago: Society of American Archivists.","Hackbart-Dean, Pam, and Elizabeth Slomba. 2013. How to Manage Processing in Archives and Special Collections. Chicago: Society of American Archivists.",11/5/2018,,,
L0112034434,CD 971 H36 1993,142,,,,,,"Ham, F. Gerald",Selecting and appraising archives and manuscripts,,CD 971 H36 1993,CD,971,H36,TRUE,.H36,.H,#NAME?,36,#NAME?,1993,,,,,,,,,,,,,,,
L0112034442,CD 971 H36 1993,142,,,,,,"Ham, F. Gerald",Selecting and appraising archives and manuscripts,,CD 971 H36 1993,CD,971,H36,TRUE,.H36,.H,#NAME?,36,#NAME?,1993,,,,,,,,,,,,,,,
L0112034459,CD 971 .J56 2009,7493,,,,,,"Jimerson, R|all C.","Archives power : memory, accountability, and social justice",,CD 971 .J56 2009,CD,971,.J56,FALSE,.J56,.J,#NAME?,56,#NAME?,2009,,,,,,,,,,,,,,,
L0112034467,CD 971 M255 2011,7395,,,,,,"Hackman, Larry J.",Many Happy Returns: Advocacy and the Development of Archives,,CD 971 M255 2011,CD,971,M255,TRUE,.M255,.M,#NAME?,255,#NAME?,2011,,,,,,,,,,,,,,,
L0112034475,CD 971 P84 2005,7401,,,,,,"Pugh, Mary Jo",Providing Reference Services for Archives & Manuscripts,,CD 971 P84 2005,CD,971,P84,TRUE,.P84,.P,#NAME?,84,#NAME?,2005,,,,,,,,,,,,,,,
L0112034483,CD 971 R373 1997,143,,,,,,"Cohen, Laura B.",Reference services for archives and manuscripts,,CD 971 R373 1997,CD,971,R373,TRUE,.R373,.R,#NAME?,373,#NAME?,1997,,,,,,,,,,,,,,,
L0112034491,CD 972 C67 2010,7397,,,,,,"Cook, Terry",Controlling the Past: Documenting Society and Institutions,,CD 972 C67 2010,CD,972,C67,TRUE,.C67,.C,#NAME?,67,#NAME?,2010,,,,,,,,,,,,,,,
L0112034509,CD 972 M63 1984,144,,,,,,"Daniels, Maygene F. | T. Walsh",A modern archives reader:  basic readings on archi,,CD 972 M63 1984,CD,972,M63,TRUE,.M63,.M,#NAME?,63,#NAME?,1984,,,,,,,,,,,,,,,
L0112034517,CD 972 M63 1984,144,,,,,,"Daniels, Maygene F. | T. Walsh",A modern archives reader:  basic readings on archi,,CD 972 M63 1984,CD,972,M63,TRUE,.M63,.M,#NAME?,63,#NAME?,1984,,,,,,,,,,,,,,,
L0112034525,CD 973 D3 K47,146,,,,,,"Kesner, Richard M",Automation for archivists & records managers: plan,,CD 973 D3 K47,CD,973,D3,TRUE,.D3,.D,#NAME?,3,#NAME?,K47,,,,,,,,,,,,,,,
L0112034533,CD 973.2 A72 2004,6387,,,,,,"Seeger, Anthony | Shubha Chaudhuri",Archives for the future : global perspectives on audiovisual archives in the 21st century,,CD 973.2 A72 2004,CD,973.2,A72,TRUE,.A72,.A,#NAME?,72,#NAME?,2004,,,,,,,,,,,,,,,
L0112034541,CD 974.4 B55 1993,147,,,,,,"Bikson, T. K. | E.J. Frinking",Preserving the present  Toward viable electronic r,,CD 974.4 B55 1993,CD,974.4,B55,TRUE,.B55,.B,#NAME?,55,#NAME?,1993,,,,,,,,,,,,,,,
L0112034558,CD 977 I22 2011,7398,,,,,,"Lee, Christopher A.","I, Digital: Personal Collections in the Digital Era",,CD 977 I22 2011,CD,977,I22,TRUE,.I22,.I,#NAME?,22,#NAME?,2011,,,,,,,,,,,,,,,
L0112034566,CD 981 A695 2009,7438,Pacifico,Michele F. ,Wilsted,Thomas P.,,,"Archival and Special Collections Facilities: Guidelines for Archivists, Lbrarians, Architects, and Engineers",,CD 981 A695 2009,CD,981,A695,TRUE,.A695,.A,#NAME?,695,#NAME?,2009,,,,,,,,,,"Pacifico, M. F., & Wilsted, T. P. (Eds.). (2009). Archival and Special Collections Facilities: Guidelines for Archivists, Lbrarians, Architects, and Engineers. Chicago: Society of American Archivists.","Pacifico, Michele F., and Thomas P. Wilsted, eds. 2009. Archival and Special Collections Facilities: Guidelines for Archivists, Lbrarians, Architects, and Engineers. Chicago: Society of American Archivists.",11/5/2018,,,
L0112034574,CD 981 G58r,149,,,,,,"Gondos, Victor",Reader for archives and records center buildings,,CD 981 G58r,CD,981,G58r,TRUE,.G58r,.G,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
L0112034582,CD 986 T75 1995,6388,,,,,,"Trinkaus-R|all, Gregor",Protecting your collections : a manual of archival security,,CD 986 T75 1995,CD,986,T75,TRUE,.T75,.T,#NAME?,75,#NAME?,1995,,,,,,,,,,,,,,,
L0112034590,CD 986 T75 1995,6388,,,,,,"Trinkaus-R|all, Gregor",Protecting your collections : a manual of archival security,,CD 986 T75 1995,CD,986,T75,TRUE,.T75,.T,#NAME?,75,#NAME?,1995,,,,,,,,,,,,,,,
L0112034608,CD 986 W14a,150,,,,,,"Walsh, Timothy",Archives & manuscripts:  security,,CD 986 W14a,CD,986,W14a,TRUE,.W14a,.W,#NAME?,14,#NAME?,,,,,,,,,,,,,,,,
L0112034616,CD 986 W14a,150,,,,,,"Walsh, Timothy",Archives & manuscripts:  security,,CD 986 W14a,CD,986,W14a,TRUE,.W14a,.W,#NAME?,14,#NAME?,,,,,,,,,,,,,,,,
L0112034624,CD 986 W14a,150,,,,,,"Walsh, Timothy",Archives & manuscripts:  security,,CD 986 W14a,CD,986,W14a,TRUE,.W14a,.W,#NAME?,14,#NAME?,,,,,,,,,,,,,,,,
L0112034632,CD 986.5 M33 1992,151,,,,,,"MacNeil, Heather",Without consent: The ethics of disclosing personal,,CD 986.5 M33 1992,CD,986.5,M33,TRUE,.M33,.M,#NAME?,33,#NAME?,1992,,,,,,,,,,,,,,,
L0112034640,CD 986.5 .P75 2005,7426,,,,,,"Behrnd-Klodt, Menzi L.| Wosh, Peter J.",Privacy & confidentiality perspectives: archivists & archival records,,CD 986.5 .P75 2005,CD,986.5,.P75,FALSE,.P75,.P,#NAME?,75,#NAME?,2005,,,,,,,,,Not in Voyager as of 2/9/2018,,,,,,
L0112034657,CD 987 F57 1994,5608,,,,,,"Cox, Richard J.",The First Generation of Electronic Records Archivists in the United States: A Study in Professionalization,,CD 987 F57 1994,CD,987,F57,TRUE,.F57,.F,#NAME?,57,#NAME?,1994,,,,,,,,,,,,,,,
L0112034665,CD 990 P84a,153,,,,,,"Posner, Ernst",Archives in the ancient world,,CD 990 P84a,CD,990,P84a,TRUE,.P84a,.P,#NAME?,84,#NAME?,,,,,,,,,,,,,,,,
,CD 1001 T36G,7445,,,,,,,Guide to the Diplomatic Archive,,CD 1001 T36G,CD,1001,T36G,TRUE,.T36G,.T,#NAME?,36,#NAME?,,,,,,,,,,,,,,Glass Display Case 1,,
L0112034673,L0112034681,95,,,,,,"Jimerson, R|all C.",American archival studies: readings in theory and,,CD 3021 A75 2000  c.2,CD,3021,A75,TRUE,.A75,.A,#NAME?,75,#NAME?,2000,,,,c.2,,,,,,,,,,,
L0112034681,CD 3021 A75 2000,94,,,,,,"Jimerson, R|all C.",American archival studies: readings in theory and,,CD 3021 A75 2000,CD,3021,A75,TRUE,.A75,.A,#NAME?,75,#NAME?,2000,,,,,,,,,,,,,,,
L0112034699,CD 3021 B93b,96,,,,,,"Burnette, O. Lawrence",Beneath the footnote; a guide to the use & pres. o,,CD 3021 B93b,CD,3021,B93b,TRUE,.B93b,.B,#NAME?,93,#NAME?,,,,,,,,,,,,,,,,
L0112034707,CD 3021 C68 1990,97,,,,,,"Cox, Richard J.",Amer. Archival analysis: the recent development of,,CD 3021 C68 1990,CD,3021,C68,TRUE,.C68,.C,#NAME?,68,#NAME?,1990,,,,,,,,,,,,,,,
L0112034715,CD 3021 C685 2000 c.2,5766,,,,,,"Cox, Richard J.",Closing an era  Historical perspectives on modern,,CD 3021 C685 2000 c.2,CD,3021,C685,TRUE,.C685,.C,#NAME?,685,#NAME?,2000,c,2,,,,,,,,,,,,,
L0112034723,CD 3021 D43 1994,7348,,,,,,Bentley Historical Library,A Decade of Sponsored Research: the research fellowship program for study of modern archives,,CD 3021 D43 1994,CD,3021,D43,TRUE,.D43,.D,#NAME?,43,#NAME?,1994,,,,,,,,,Not in voyager as of 10/31/2016,,,,,,
L0112034731,CD 3021 R47 1988,99,,,,,,"Larsen, John C.",Researcher's guide to archives and regional histor,,CD 3021 R47 1988,CD,3021,R47,TRUE,.R47,.R,#NAME?,47,#NAME?,1988,,,,,,,,,,,,,,,
L0112034749,CD 3022 H31 g,6904,,,,,,"Hale, Jr., Richard W.",Guide to Photocopied Historical Materials in the United States and Canada,,CD 3022 H31 g,CD,3022,H31,TRUE,.H31,.H,#NAME?,31,#NAME?,g,,,,,,,,,,,,,,,
L0112034756,CD 3023 J717r,103,,,,,,"Jones, H.G.",The records of a nation,,CD 3023 J717r,CD,3023,J717r,TRUE,.J717r,.J,#NAME?,717,#NAME?,,,,,,,,,,,,,,,,
L0112034764,CD 3023 M11o,104,,,,,,"Mabbs, A.W.",The organization of intermediate records storage,,CD 3023 M11o,CD,3023,M11o,TRUE,.M11o,.M,#NAME?,11,#NAME?,,,,,,,,,,,,,,,,
L0112034772,CD 3023 U58g,105,,,,,,United States National Archives | Records Service,Guide to the National Archives of the US,,CD 3023 U58g,CD,3023,U58g,TRUE,.U58g,.U,#NAME?,58,#NAME?,,,,,,,,,,,,,,,,
,CD 3024 P84a,106,,,,,,"Posner, Ernst",American state archives,,CD 3024 P84a,CD,3024,P84a,TRUE,.P84a,.P,#NAME?,84,#NAME?,,,,,,,,,,,,,,Glass Display Case 1,,
L0112034780,CD 3024 W37 1995,107,,,,,,"Warner, Robert M.",Diary of a dream A history of the national archive,,CD 3024 W37 1995,CD,3024,W37,TRUE,.W37,.W,#NAME?,37,#NAME?,1995,,,,,,,,,,,,,,,
